INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
Boston Architectural College,MA,42.348467,-71.085786,11.0,21924.0,21924.0,0.2,104.0,7.0,0.9369369369369369,0.5592611595690098,0.9360093077370564,0.6543504171632897,21924.0
Boston College,MA,42.336213,-71.16924200000001,13.0,55464.0,55464.0,0.919,1799.0,102.0,0.9463440294581799,0.9892252437147255,0.025596276905177427,0.5423122765196663,55464.0
Boston University,MA,42.351118,-71.10794200000001,11.0,53948.0,53948.0,0.8817,3749.0,235.0,0.9410140562248996,0.9728065674704977,0.04246655031995346,0.6108462455303934,53948.0
Brandeis University,MA,42.365727,-71.26015500000001,13.0,55395.0,55395.0,0.8805,715.0,58.0,0.92496765847348,0.9876859928168291,0.04421175101803374,0.7473182359952324,55395.0
Bridgewater State University,MA,41.98749,-70.974553,21.0,10367.0,16507.0,0.6035,2355.0,87.0,0.9643734643734644,0.3022062596203181,0.35776614310645727,0.26162097735399287,13437.0
Cambridge College,MA,42.381091,-71.07264599999999,11.0,15588.0,15588.0,0.1667,231.0,12.0,0.9506172839506173,0.38686505900461776,0.9592786503781268,0.4785458879618594,15588.0
Laboure College,MA,42.260866,-71.058279,21.0,36962.0,36962.0,0.0,157.0,6.0,0.9631901840490797,0.818881477680862,1.0,0.28188319427890346,36962.0
Clark University,MA,42.249987,-71.823356,12.0,45730.0,45730.0,0.7666,679.0,35.0,0.9509803921568627,0.9122626988199076,0.13554392088423503,0.4725864123957092,45730.0
Curry College,MA,42.238061,-71.116539,21.0,40070.0,40070.0,0.5308,723.0,13.0,0.9823369565217391,0.857875833760903,0.48923792902850494,0.03873659117997616,40070.0
Dean College,MA,42.085634000000006,-71.397813,21.0,39434.0,39434.0,0.3903,234.0,7.0,0.970954356846473,0.8471010774756286,0.7196044211751018,0.16150178784266986,39434.0
Eastern Nazarene College,MA,42.271228,-71.01107900000001,21.0,25598.0,25598.0,0.456,299.0,14.0,0.9552715654952076,0.6264751154438173,0.6201279813845259,0.4094159713945173,25598.0
Emerson College,MA,42.352202,-71.065384,11.0,46852.0,46852.0,0.7875,1059.0,41.0,0.9627272727272728,0.9199589533093895,0.1157649796393252,0.29201430274135876,46852.0
Emmanuel College,MA,42.340602000000004,-71.103634,11.0,39804.0,39804.0,0.6564,479.0,10.0,0.9795501022494888,0.8527449974345819,0.2734147760325771,0.057210965435041714,39804.0
Endicott College,MA,42.553296,-70.840847,21.0,33050.0,33050.0,0.7621,829.0,25.0,0.9707259953161592,0.7609030271934325,0.13961605584642234,0.16388557806912993,33050.0
Fisher College,MA,42.355253000000005,-71.074125,11.0,31384.0,31384.0,0.2366,309.0,36.0,0.8956521739130435,0.7270395074397127,0.9045956951716114,0.8760429082240763,31384.0
Fitchburg State University,MA,42.588297999999995,-71.789666,22.0,10354.0,16434.0,0.6098,900.0,26.0,0.9719222462203023,0.2991277578245254,0.3461314717859221,0.1430274135876043,13394.0
Framingham State University,MA,42.297115999999995,-71.437565,13.0,10520.0,16600.0,0.5623,1043.0,54.0,0.95077484047402,0.31092868137506413,0.44153577661431065,0.4767580452920143,13560.0
Benjamin Franklin Institute of Technology,MA,42.346022999999995,-71.070231,11.0,17550.0,17550.0,0.4486,247.0,22.0,0.9182156133828996,0.45664443304258595,0.6329261198371146,0.7902264600715138,17550.0
Gordon College,MA,42.590567,-70.82151,21.0,37400.0,37400.0,0.7013,305.0,18.0,0.9442724458204335,0.8265777321703438,0.21000581733566026,0.5685339690107271,37400.0
Hampshire College,MA,42.325852000000005,-72.531469,21.0,51668.0,51668.0,0.6639,285.0,22.0,0.9283387622149837,0.9517701385325809,0.2600349040139616,0.7276519666269369,51668.0
Harvard University,MA,42.374471,-71.118313,12.0,50420.0,50420.0,0.9771,1094.0,95.0,0.9201009251471826,0.9461262185736276,0.002326934264107039,0.7783075089392133,50420.0
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,42.317018,-71.129418,21.0,22490.0,22490.0,0.6923,36.0,5.0,0.8780487804878049,0.5736275012827091,0.2239674229203025,0.9106078665077473,22490.0
College of the Holy Cross,MA,42.23752,-71.808214,12.0,52770.0,52770.0,0.9161,537.0,18.0,0.9675675675675676,0.9625448948178553,0.02675974403723095,0.2067938021454112,52770.0
Lasell University,MA,42.342148,-71.24347,13.0,36000.0,36000.0,0.6079,441.0,8.0,0.9821826280623608,0.8040020523345305,0.34787667248400234,0.04052443384982122,36000.0
Lesley University,MA,42.38012,-71.117303,12.0,27975.0,27975.0,0.6103,498.0,30.0,0.9431818181818182,0.6664956387891227,0.3449680046538685,0.5786650774731824,27975.0
Longy School of Music of Bard College,MA,42.378657000000004,-71.123479,12.0,42865.0,42865.0,0.5625,383.0,31.0,0.9251207729468599,0.8855823499230374,0.4409540430482839,0.7467222884386174,42865.0
University of Massachusetts-Lowell,MA,42.652864,-71.326809,21.0,15180.0,32827.0,0.6292,2730.0,89.0,0.9684285207520398,0.5997947665469472,0.31878999418266435,0.19427890345649582,24003.5
University of Massachusetts-Amherst,MA,42.385999,-72.526728,21.0,15887.0,34570.0,0.7982,3668.0,155.0,0.9594559246664923,0.620318111852232,0.1099476439790576,0.3468414779499404,25228.5
University of Massachusetts-Boston,MA,42.312881,-71.036865,11.0,14167.0,33966.0,0.4791,1166.0,72.0,0.9418416801292407,0.6008209338122114,0.5747527632344386,0.597735399284863,24066.5
MCPHS University,MA,42.336825,-71.101244,11.0,33620.0,33620.0,0.6905,847.0,14.0,0.983739837398374,0.7711646998460749,0.22629435718440954,0.029201430274135878,33620.0
Massachusetts College of Art and Design,MA,42.336861999999996,-71.099275,11.0,13200.0,36400.0,0.6335,444.0,32.0,0.9327731092436975,0.6126218573627501,0.31239092495637,0.6907032181168057,24800.0
Massachusetts Institute of Technology,MA,42.359243,-71.093226,12.0,51832.0,51832.0,0.9416,878.0,54.0,0.9420600858369099,0.9533093894304772,0.014543339150668994,0.5941597139451729,51832.0
Massachusetts Maritime Academy,MA,41.739072,-70.624084,22.0,9728.0,26106.0,0.7324,371.0,5.0,0.9867021276595744,0.4746023601847101,0.16986620127981383,0.017878426698450536,17917.0
William James College,MA,42.294995,-71.20325600000001,13.0,,,,9.0,0.0,1.0,,,0.0005959475566150178,
Merrimack College,MA,42.668344,-71.124216,21.0,41760.0,41760.0,0.7137,625.0,11.0,0.9827044025157232,0.8742945100051308,0.19604421175101802,0.03635280095351609,41760.0
Montserrat College of Art,MA,42.550212,-70.876131,21.0,33400.0,33400.0,0.5464,120.0,7.0,0.9448818897637795,0.7660338635197537,0.4653868528214078,0.5619785458879618,33400.0
Mount Holyoke College,MA,42.256838,-72.57551099999999,21.0,49998.0,49998.0,0.8266,365.0,43.0,0.8946078431372549,0.9425346331452027,0.08609656777196044,0.8790226460071514,49998.0
The New England Conservatory of Music,MA,42.340946,-71.08629,11.0,48750.0,48750.0,0.85,60.0,8.0,0.8823529411764706,0.9338122113904567,0.06806282722513089,0.9034564958283671,48750.0
Nichols College,MA,42.044033,-71.930283,21.0,35000.0,35000.0,0.5545,385.0,8.0,0.9796437659033079,0.7922011287839917,0.4525887143688191,0.05601907032181168,35000.0
Massachusetts College of Liberal Arts,MA,42.691361,-73.102817,31.0,10559.0,19504.0,0.5552,412.0,25.0,0.9427917620137299,0.3683940482298615,0.4508435136707388,0.5804529201430274,15031.5
Northeastern University,MA,42.339991999999995,-71.088782,11.0,51522.0,51522.0,0.8812,2637.0,138.0,0.9502702702702702,0.9512570548999487,0.04304828388598022,0.48152562574493446,51522.0
College of Our Lady of the Elms,MA,42.141781,-72.60154,21.0,35788.0,35788.0,0.6598,440.0,9.0,0.9799554565701559,0.8029758850692663,0.26934264107038974,0.054231227651966626,35788.0
Pine Manor College,MA,42.320827,-71.156464,21.0,31660.0,31660.0,0.375,42.0,2.0,0.9545454545454546,0.7342226782965623,0.7388016288539849,0.4195470798569726,31660.0
Regis College,MA,42.351290999999996,-71.31056099999999,21.0,41015.0,41015.0,0.5683,250.0,6.0,0.9765625,0.8660851718830169,0.42990110529377545,0.0935637663885578,41015.0
Saint John's Seminary,MA,42.344146,-71.161998,11.0,24915.0,24915.0,,9.0,0.0,1.0,0.6157003591585428,,0.0005959475566150178,24915.0
Salem State University,MA,42.503575,-70.89023399999999,21.0,10642.0,17082.0,0.5783,1658.0,76.0,0.9561707035755479,0.3263211903540277,0.41128563118091915,0.39451728247914186,13862.0
Simmons University,MA,42.3393,-71.099967,11.0,40850.0,40850.0,0.8005,674.0,18.0,0.9739884393063584,0.8645459209851206,0.1070389761489238,0.11918951132300358,40850.0
Bard College at Simon's Rock,MA,42.208803,-73.379201,32.0,55082.0,55082.0,0.6,46.0,7.0,0.8679245283018868,0.9846074910210364,0.36300174520069806,0.9219308700834327,55082.0
Smith College,MA,42.318111,-72.638097,21.0,52404.0,52404.0,0.8877,522.0,51.0,0.9109947643979057,0.9579271421241662,0.04072134962187318,0.8235995232419547,52404.0
Springfield College,MA,42.101576,-72.556751,12.0,37444.0,37444.0,0.7246,1063.0,56.0,0.9499553172475425,0.8270908158029758,0.1820826061663758,0.4892729439809297,37444.0
University of Massachusetts-Dartmouth,MA,41.62869,-71.004552,22.0,13921.0,29141.0,0.5627,1115.0,33.0,0.9712543554006968,0.5551564905079528,0.44037230948225714,0.1567342073897497,21531.0
Stonehill College,MA,42.05905,-71.080632,21.0,42746.0,42746.0,0.7887,563.0,10.0,0.9825479930191972,0.8840430990251411,0.11460151250727167,0.037544696066746125,42746.0
Suffolk University,MA,42.357945,-71.060917,11.0,38566.0,38566.0,0.5916,1383.0,77.0,0.9472602739726027,0.8373524884556183,0.3798720186154741,0.5292014302741359,38566.0
Tufts University,MA,42.40855,-71.11829300000001,21.0,56382.0,56382.0,0.9258,1031.0,66.0,0.9398359161349134,0.995382247306311,0.01977894124490983,0.6233611442193087,56382.0
Wellesley College,MA,42.291554,-71.306605,21.0,53732.0,53732.0,0.9248,315.0,24.0,0.9292035398230089,0.9681888147768086,0.020942408376963352,0.7193087008343266,53732.0
Wentworth Institute of Technology,MA,42.336632,-71.094983,11.0,33950.0,33950.0,0.6598,1008.0,25.0,0.9757986447241046,0.7752693689071318,0.26934264107038974,0.09952324195470799,33950.0
Western New England University,MA,42.115017,-72.520466,12.0,36804.0,36804.0,0.6033,714.0,10.0,0.9861878453038674,0.8158029758850692,0.3589296102385108,0.020858164481525627,36804.0
Westfield State University,MA,42.132698,-72.796503,21.0,10429.0,16509.0,0.6342,1444.0,46.0,0.9691275167785235,0.3047716777834787,0.3106457242582897,0.1835518474374255,13469.0
Wheaton College,MA,41.966637,-71.18397900000001,21.0,52626.0,52626.0,0.7806,341.0,24.0,0.9342465753424658,0.9604925602873269,0.12158231529959279,0.6811680572109654,52626.0
Williams College,MA,42.712725,-73.203132,31.0,55450.0,55450.0,0.9543,292.0,28.0,0.9125,0.9881990764494613,0.006980802792321117,0.8170441001191895,55450.0
Worcester Polytechnic Institute,MA,42.274853,-71.808339,12.0,50530.0,50530.0,0.8745,1069.0,23.0,0.9789377289377289,0.9471523858388917,0.0477021524141943,0.06555423122765197,50530.0
Worcester State University,MA,42.267526000000004,-71.844018,12.0,10161.0,16241.0,0.5676,1007.0,30.0,0.9710703953712633,0.2857875833760903,0.4316463059918557,0.15852205005959474,13201.0
Adrian College,MI,41.898590999999996,-84.061481,32.0,37087.0,37087.0,0.4519,347.0,15.0,0.9585635359116023,0.8204207285787584,0.6253635834787667,0.3599523241954708,37087.0
Albion College,MI,42.245049,-84.745639,31.0,45590.0,45590.0,0.6444,244.0,14.0,0.9457364341085271,0.9107234479220113,0.2902850494473531,0.5488676996424314,45590.0
Alma College,MI,43.38004,-84.672053,32.0,40258.0,40258.0,0.6368,263.0,9.0,0.9669117647058824,0.8589020010261673,0.30424665503199533,0.21930870083432658,40258.0
Alpena Community College,MI,45.081647,-83.44506899999999,41.0,4530.0,6840.0,0.3224,335.0,16.0,0.9544159544159544,0.045664443304258596,0.8121000581733566,0.42133492252681765,5685.0
Andrews University,MI,41.963859,-86.355815,31.0,29288.0,29288.0,0.5794,226.0,19.0,0.9224489795918367,0.6921498204207286,0.4089586969168121,0.7616209773539928,29288.0
Aquinas College,MI,42.960190000000004,-85.628785,12.0,32574.0,32574.0,0.6071,361.0,15.0,0.9601063829787234,0.7521806054386865,0.3484584060500291,0.3367103694874851,32574.0
Baker College,MI,42.984804,-84.172404,32.0,9800.0,9800.0,0.1866,6712.0,517.0,0.9284825010374879,0.14468958440225757,0.9453170447934846,0.7264600715137068,9800.0
Calvin University,MI,42.929916,-85.587548,12.0,34600.0,34600.0,0.7734,674.0,42.0,0.9413407821229051,0.7870702924576706,0.12798138452588714,0.6060786650774732,34600.0
Central Michigan University,MI,43.591203,-84.77525,32.0,12960.0,24120.0,0.6164,4563.0,133.0,0.9716780238500852,0.4987172909184197,0.3368237347294939,0.14958283671036948,18540.0
Cleary University,MI,42.586638,-83.879987,22.0,20550.0,20550.0,0.381,115.0,4.0,0.9663865546218487,0.5397639815289892,0.7324025596276905,0.22646007151370678,20550.0
Concordia University-Ann Arbor,MI,42.273157,-83.68268,12.0,29290.0,29290.0,0.3856,591.0,16.0,0.9736408566721582,0.6926629040533607,0.7265852239674229,0.12395709177592372,29290.0
College for Creative Studies,MI,42.361839,-83.062352,11.0,44110.0,44110.0,0.621,328.0,29.0,0.9187675070028011,0.8989225243714726,0.3321698662012798,0.7878426698450537,44110.0
Davenport University,MI,42.850013,-85.533519,21.0,18414.0,18414.0,0.4892,1950.0,105.0,0.948905109489051,0.49256028732683427,0.5578824898196626,0.5071513706793802,18414.0
University of Detroit Mercy,MI,42.414221999999995,-83.139158,11.0,28000.0,28000.0,0.6534,696.0,34.0,0.9534246575342465,0.6670087224217548,0.27806864456079117,0.4362336114421931,28000.0
Eastern Michigan University,MI,42.24694,-83.622501,21.0,12508.0,12508.0,0.4511,3358.0,192.0,0.9459154929577465,0.2478193945613135,0.6282722513089005,0.5470798569725864,12508.0
Ferris State University,MI,43.687723999999996,-85.481925,32.0,11788.0,11788.0,0.4895,3557.0,103.0,0.9718579234972677,0.21959979476654695,0.5567190226876091,0.14421930870083433,11788.0
Kettering University,MI,43.012468,-83.71282,13.0,43490.0,43490.0,0.628,224.0,3.0,0.986784140969163,0.8907131862493587,0.3216986620127981,0.01728247914183552,43490.0
Grace Christian University,MI,42.919540999999995,-85.692077,21.0,13945.0,13945.0,0.3725,105.0,9.0,0.9210526315789473,0.32991277578245254,0.7440372309482257,0.7729439809296782,13945.0
Cornerstone University,MI,42.979966,-85.59532800000001,12.0,24500.0,24500.0,0.5526,311.0,19.0,0.9424242424242424,0.6095433555669574,0.4560791157649796,0.5893921334922527,24500.0
Grand Valley State University,MI,42.963001,-85.889826,21.0,12484.0,17762.0,0.6614,4739.0,188.0,0.9618429064339354,0.37352488455618266,0.266433973240256,0.3075089392133492,15123.0
Great Lakes Christian College,MI,42.754249,-84.63871400000001,21.0,17220.0,17220.0,0.1613,22.0,1.0,0.9565217391304348,0.4422780913288866,0.9610238510762071,0.3903456495828367,17220.0
Henry Ford College,MI,42.324639000000005,-83.236056,13.0,3124.0,6748.0,0.0611,866.0,81.0,0.914466737064414,0.028219599794766546,0.9947643979057592,0.8069129916567342,4936.0
Hillsdale College,MI,41.933682,-84.633195,32.0,27578.0,27578.0,0.8689,,,,0.6577732170343766,0.051774287376381616,,27578.0
Hope College,MI,42.787298,-86.102089,13.0,34010.0,34010.0,0.7891,491.0,10.0,0.9800399201596807,0.7768086198050282,0.1140197789412449,0.05303933253873659,34010.0
Jackson College,MI,42.16483,-84.403942,41.0,6298.0,11187.0,0.1442,16.0,0.0,1.0,0.1216008209338122,0.9703315881326352,0.0005959475566150178,8742.5
Kalamazoo College,MI,42.290789000000004,-85.601857,13.0,48666.0,48666.0,0.7874,205.0,13.0,0.9403669724770642,0.9332991277578245,0.11634671320535195,0.6168057210965435,48666.0
Lake Michigan College,MI,42.097276,-86.393445,41.0,4500.0,6345.0,0.1525,322.0,23.0,0.9333333333333333,0.03796818881477681,0.9656777196044212,0.6847437425506555,5422.5
Lake Superior State University,MI,46.492849,-84.365573,33.0,11895.0,11895.0,0.5414,521.0,12.0,0.9774859287054409,0.2237044638276039,0.47294938917975565,0.08164481525625746,11895.0
Lawrence Technological University,MI,42.474072,-83.25003000000001,13.0,33570.0,33570.0,0.5802,318.0,16.0,0.9520958083832335,0.7691123653155464,0.40663176265270506,0.4582836710369487,33570.0
Madonna University,MI,42.384322999999995,-83.40472199999999,13.0,21900.0,21900.0,0.6054,673.0,40.0,0.9438990182328191,0.5587480759363777,0.35194880744618967,0.5727056019070322,21900.0
Rochester University,MI,42.667521,-83.144959,21.0,23282.0,23282.0,0.3701,221.0,9.0,0.9608695652173913,0.590559261159569,0.745782431646306,0.3218116805721097,23282.0
University of Michigan-Ann Arbor,MI,42.275921000000004,-83.742769,12.0,15262.0,49350.0,0.9189,4588.0,271.0,0.944227207244289,0.7475628527449975,0.02617801047120419,0.5697258641239571,32306.0
Michigan State University,MI,42.73212,-84.476111,13.0,14460.0,39766.0,0.7995,6898.0,259.0,0.9638116529272042,0.6490507952796306,0.10936591041303083,0.27115613825983315,27113.0
Michigan Technological University,MI,47.11866,-88.54809200000001,33.0,15646.0,33726.0,0.6843,1244.0,42.0,0.9673405909797823,0.6110826064648538,0.23502036067481094,0.21394517282479142,24686.0
University of Michigan-Dearborn,MI,42.317287,-83.23141700000001,13.0,12930.0,25158.0,0.5631,1235.0,78.0,0.9405940594059405,0.5100051308363264,0.43920884235020363,0.6120381406436234,19044.0
University of Michigan-Flint,MI,43.01875,-83.690276,13.0,11304.0,22065.0,0.4632,1293.0,62.0,0.9542435424354243,0.42432016418676244,0.6073298429319371,0.4231227651966627,16684.5
Northern Michigan University,MI,46.559751,-87.40656800000001,33.0,10729.0,16225.0,0.466,1892.0,74.0,0.9623601220752798,0.30579784504874297,0.6009307737056429,0.30154946364719903,13477.0
Northwestern Michigan College,MI,44.765436,-85.58551700000001,33.0,4174.0,9611.0,0.2252,481.0,31.0,0.939453125,0.07901487942534634,0.9150668993600931,0.6305125148986889,6892.5
Northwood University,MI,43.628717,-84.27682,13.0,27060.0,27060.0,0.4918,1045.0,58.0,0.9474161378059837,0.6485377116469985,0.5514834205933682,0.5268176400476758,27060.0
Oakland University,MI,42.674572999999995,-83.216418,21.0,12606.0,24230.0,0.5528,2876.0,135.0,0.9551643972102292,0.4930733709594664,0.45549738219895286,0.41060786650774733,18418.0
Olivet College,MI,42.442890999999996,-84.923891,42.0,27680.0,27680.0,0.4833,293.0,2.0,0.9932203389830508,0.6603386351975372,0.566608493310064,0.0017878426698450535,27680.0
Kuyper College,MI,43.02195,-85.59265699999999,21.0,21989.0,21989.0,0.5606,79.0,5.0,0.9404761904761905,0.5613134940995382,0.4432809773123909,0.6150178784266984,21989.0
Sacred Heart Major Seminary,MI,42.375248,-83.111682,11.0,19900.0,19900.0,1.0,20.0,1.0,0.9523809523809523,0.5274499743458184,0.0005817335660267597,0.45172824791418353,19900.0
Saginaw Valley State University,MI,43.511759999999995,-83.96427299999999,22.0,10308.0,24215.0,0.4297,1597.0,60.0,0.963789981894991,0.4448435094920472,0.6614310645724258,0.27175208581644816,17261.5
Schoolcraft College,MI,42.419278999999996,-83.43095799999999,13.0,3850.0,7230.0,0.1446,688.0,65.0,0.9136786188579017,0.04207285787583376,0.9697498545666084,0.8128724672228844,5540.0
